"Note"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	230	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	58	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Anemias (D50-D64)"	"GR113-045"	22	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	273	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Malnutrition (E40-E46)"	"GR113-048"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Parkinson disease (G20-G21)"	"GR113-051"	123	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Alzheimer disease (G30)"	"GR113-052"	286	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2800	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2080	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Hypertensive heart disease (I11)"	"GR113-056"	186	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	30	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	998	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	345	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	642	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	108	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	534	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other heart diseases (I26-I51)"	"GR113-064"	861	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Heart failure (I50)"	"GR113-067"	365	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	489	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	104	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	541	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	69	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	121	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Pneumonia (J12-J18)"	"GR113-078"	121	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	420	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Emphysema (J43)"	"GR113-084"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Asthma (J45-J46)"	"GR113-085"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	383	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	61	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	129	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Peptic ulcer (K25-K28)"	"GR113-090"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	135	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Alcoholic liver disease (K70)"	"GR113-094"	77	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	58	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	218	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Renal failure (N17-N19)"	"GR113-100"	215	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	41	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	31	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	105	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"All other diseases (Residual) "	"GR113-111"	1182	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	647	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	120	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	113	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	527	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Falls (W00-W19)"	"GR113-118"	106	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	346	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	54	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	108	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	51	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	57	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	98	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	77	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	21	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2021"	"2021/04"	"#COVID-19 (U07.1)"	"GR113-137"	709	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	21	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Septicemia (A40-A41)"	"GR113-010"	138	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	757	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1858	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	31	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	48	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	183	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	80	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	148	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	436	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant melanoma of skin (C43)"	"GR113-028"	22	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of breast (C50)"	"GR113-029"	138	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	17	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	39	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	77	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	41	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	179	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	62	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Leukemia (C91-C95)"	"GR113-040"	73	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	40	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	243	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	50	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Anemias (D50-D64)"	"GR113-045"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	253	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Malnutrition (E40-E46)"	"GR113-048"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Parkinson disease (G20-G21)"	"GR113-051"	137	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Alzheimer disease (G30)"	"GR113-052"	307	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	2852	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	2138	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Hypertensive heart disease (I11)"	"GR113-056"	195	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	38	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	1023	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	365	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	649	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	84	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	565	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other heart diseases (I26-I51)"	"GR113-064"	875	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Heart failure (I50)"	"GR113-067"	351	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	514	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	98	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	525	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Atherosclerosis (I70)"	"GR113-071"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	78	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	22	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	125	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Pneumonia (J12-J18)"	"GR113-078"	125	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	379	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Emphysema (J43)"	"GR113-084"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	355	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	85	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	108	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	155	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Alcoholic liver disease (K70)"	"GR113-094"	76	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	79	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	195	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Renal failure (N17-N19)"	"GR113-100"	195	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	24	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	107	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"All other diseases (Residual) "	"GR113-111"	1159	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	658	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	141	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	135	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	517	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Falls (W00-W19)"	"GR113-118"	135	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Accidental exposure to smoke, fire and flames (X00-X09)"	"GR113-121"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	301	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	61	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	127	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	52	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	75	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	135	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Assault (homicide) by discharge of firearms (*U01.4,X93-X95)"	"GR113-128"	115	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	20	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	23	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2021"	"2021/05"	"#COVID-19 (U07.1)"	"GR113-137"	728	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	20	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"#Septicemia (A40-A41)"	"GR113-010"	142	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	13	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	341	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	1895	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	22	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	63	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	35	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	166	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	71	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	170	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	459	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant melanoma of skin (C43)"	"GR113-028"	24	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of breast (C50)"	"GR113-029"	117	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	19	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	47	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	49	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	96	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	37	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	45	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2021"	"2021/06"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	60	Not Applicable	Not Applicable
