"Notes"	"Residence State"	"Residence State Code"	"UCD - ICD Chapter"	"UCD - ICD Chapter Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2020"	"2020/12"	940	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2021"	"2021/01"	813	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2021"	"2021/02"	700	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2021"	"2021/03"	671	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2021"	"2021/04"	652	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"May, 2021"	"2021/05"	687	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2021"	"2021/06"	599	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2021"	"2021/07"	628	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2021"	"2021/08"	701	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2021"	"2021/09"	718	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2021"	"2021/10"	747	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2021"	"2021/11"	772	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2021"	"2021/12"	833	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2022"	"2022/01"	956	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2022"	"2022/02"	774	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2022"	"2022/03"	684	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2022"	"2022/04"	678	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"May, 2022"	"2022/05"	759	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2022"	"2022/06"	646	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2022"	"2022/07"	714	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2022"	"2022/08"	692	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2022"	"2022/09"	698	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2022"	"2022/10"	799	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2022"	"2022/11"	794	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2022"	"2022/12"	902	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2023 (provisional)"	"2023/01"	896	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2023 (provisional)"	"2023/02"	701	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2023 (provisional)"	"2023/03"	758	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2023 (provisional)"	"2023/04"	719	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"May, 2023 (provisional)"	"2023/05"	729	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2023 (provisional)"	"2023/06"	729	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2023 (provisional)"	"2023/07"	705	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2023 (provisional)"	"2023/08"	713	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2023 (provisional)"	"2023/09"	697	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2023 (provisional)"	"2023/10"	709	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2023 (provisional)"	"2023/11"	887	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Dec., 2023 (provisional)"	"2023/12"	943	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jan., 2024 (provisional)"	"2024/01"	905	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Feb., 2024 (provisional)"	"2024/02"	741	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Mar., 2024 (provisional)"	"2024/03"	786	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Apr., 2024 (provisional)"	"2024/04"	763	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"May, 2024 (provisional)"	"2024/05"	717	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jun., 2024 (provisional)"	"2024/06"	729	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Jul., 2024 (provisional)"	"2024/07"	743	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Aug., 2024 (provisional)"	"2024/08"	746	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Sep., 2024 (provisional)"	"2024/09"	762	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Oct., 2024 (provisional)"	"2024/10"	764	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the nervous system"	"G00-G98"	"Nov., 2024 (provisional and partial)"	"2024/11"	52	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jan., 2020"	"2020/01"	3155	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Feb., 2020"	"2020/02"	3015	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Mar., 2020"	"2020/03"	3111	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Apr., 2020"	"2020/04"	3316	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"May, 2020"	"2020/05"	3043	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jun., 2020"	"2020/06"	2874	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jul., 2020"	"2020/07"	2871	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Aug., 2020"	"2020/08"	2894	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Sep., 2020"	"2020/09"	2866	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Oct., 2020"	"2020/10"	3065	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Nov., 2020"	"2020/11"	3332	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Dec., 2020"	"2020/12"	3436	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jan., 2021"	"2021/01"	3336	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Feb., 2021"	"2021/02"	2951	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Mar., 2021"	"2021/03"	2965	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Apr., 2021"	"2021/04"	2815	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"May, 2021"	"2021/05"	2874	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jun., 2021"	"2021/06"	2711	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jul., 2021"	"2021/07"	2834	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Aug., 2021"	"2021/08"	2809	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Sep., 2021"	"2021/09"	2794	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Oct., 2021"	"2021/10"	3053	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Nov., 2021"	"2021/11"	3051	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Dec., 2021"	"2021/12"	3479	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jan., 2022"	"2022/01"	3642	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Feb., 2022"	"2022/02"	2934	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Mar., 2022"	"2022/03"	2955	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Apr., 2022"	"2022/04"	2928	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"May, 2022"	"2022/05"	2890	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jun., 2022"	"2022/06"	2710	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jul., 2022"	"2022/07"	2888	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Aug., 2022"	"2022/08"	2913	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Sep., 2022"	"2022/09"	2740	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Oct., 2022"	"2022/10"	3071	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Nov., 2022"	"2022/11"	3096	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Dec., 2022"	"2022/12"	3460	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jan., 2023 (provisional)"	"2023/01"	3182	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Feb., 2023 (provisional)"	"2023/02"	2815	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Mar., 2023 (provisional)"	"2023/03"	3065	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Apr., 2023 (provisional)"	"2023/04"	2837	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"May, 2023 (provisional)"	"2023/05"	2953	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jun., 2023 (provisional)"	"2023/06"	2684	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jul., 2023 (provisional)"	"2023/07"	2807	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Aug., 2023 (provisional)"	"2023/08"	2724	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Sep., 2023 (provisional)"	"2023/09"	2784	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Oct., 2023 (provisional)"	"2023/10"	2947	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Nov., 2023 (provisional)"	"2023/11"	3027	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Dec., 2023 (provisional)"	"2023/12"	3336	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jan., 2024 (provisional)"	"2024/01"	3384	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Feb., 2024 (provisional)"	"2024/02"	2986	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Mar., 2024 (provisional)"	"2024/03"	3067	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Apr., 2024 (provisional)"	"2024/04"	2824	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"May, 2024 (provisional)"	"2024/05"	2833	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jun., 2024 (provisional)"	"2024/06"	2689	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Jul., 2024 (provisional)"	"2024/07"	2716	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Aug., 2024 (provisional)"	"2024/08"	2630	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Sep., 2024 (provisional)"	"2024/09"	2604	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Oct., 2024 (provisional)"	"2024/10"	2551	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the circulatory system"	"I00-I99"	"Nov., 2024 (provisional and partial)"	"2024/11"	110	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jan., 2020"	"2020/01"	1054	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Feb., 2020"	"2020/02"	984	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Mar., 2020"	"2020/03"	1171	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Apr., 2020"	"2020/04"	998	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"May, 2020"	"2020/05"	849	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jun., 2020"	"2020/06"	677	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jul., 2020"	"2020/07"	659	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Aug., 2020"	"2020/08"	686	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Sep., 2020"	"2020/09"	703	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Oct., 2020"	"2020/10"	767	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Nov., 2020"	"2020/11"	813	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Dec., 2020"	"2020/12"	886	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jan., 2021"	"2021/01"	807	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Feb., 2021"	"2021/02"	717	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Mar., 2021"	"2021/03"	738	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Apr., 2021"	"2021/04"	732	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"May, 2021"	"2021/05"	698	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jun., 2021"	"2021/06"	730	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jul., 2021"	"2021/07"	788	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Aug., 2021"	"2021/08"	746	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Sep., 2021"	"2021/09"	760	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Oct., 2021"	"2021/10"	757	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Nov., 2021"	"2021/11"	839	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Dec., 2021"	"2021/12"	866	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jan., 2022"	"2022/01"	980	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Feb., 2022"	"2022/02"	728	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Mar., 2022"	"2022/03"	810	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Apr., 2022"	"2022/04"	771	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"May, 2022"	"2022/05"	801	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jun., 2022"	"2022/06"	775	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jul., 2022"	"2022/07"	772	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Aug., 2022"	"2022/08"	697	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Sep., 2022"	"2022/09"	741	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Oct., 2022"	"2022/10"	825	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Nov., 2022"	"2022/11"	902	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Dec., 2022"	"2022/12"	1147	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jan., 2023 (provisional)"	"2023/01"	963	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Feb., 2023 (provisional)"	"2023/02"	729	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Mar., 2023 (provisional)"	"2023/03"	848	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Apr., 2023 (provisional)"	"2023/04"	808	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"May, 2023 (provisional)"	"2023/05"	755	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jun., 2023 (provisional)"	"2023/06"	707	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jul., 2023 (provisional)"	"2023/07"	662	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Aug., 2023 (provisional)"	"2023/08"	687	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Sep., 2023 (provisional)"	"2023/09"	710	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Oct., 2023 (provisional)"	"2023/10"	748	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Nov., 2023 (provisional)"	"2023/11"	817	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Dec., 2023 (provisional)"	"2023/12"	911	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jan., 2024 (provisional)"	"2024/01"	1000	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Feb., 2024 (provisional)"	"2024/02"	861	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Mar., 2024 (provisional)"	"2024/03"	878	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Apr., 2024 (provisional)"	"2024/04"	826	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"May, 2024 (provisional)"	"2024/05"	721	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jun., 2024 (provisional)"	"2024/06"	708	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Jul., 2024 (provisional)"	"2024/07"	700	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Aug., 2024 (provisional)"	"2024/08"	689	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Sep., 2024 (provisional)"	"2024/09"	673	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Oct., 2024 (provisional)"	"2024/10"	685	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the respiratory system"	"J00-J98"	"Nov., 2024 (provisional and partial)"	"2024/11"	34	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jan., 2020"	"2020/01"	355	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Feb., 2020"	"2020/02"	332	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Mar., 2020"	"2020/03"	341	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Apr., 2020"	"2020/04"	356	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"May, 2020"	"2020/05"	349	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jun., 2020"	"2020/06"	319	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jul., 2020"	"2020/07"	366	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Aug., 2020"	"2020/08"	346	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Sep., 2020"	"2020/09"	358	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Oct., 2020"	"2020/10"	380	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Nov., 2020"	"2020/11"	346	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Dec., 2020"	"2020/12"	397	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jan., 2021"	"2021/01"	393	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Feb., 2021"	"2021/02"	379	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Mar., 2021"	"2021/03"	373	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Apr., 2021"	"2021/04"	387	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"May, 2021"	"2021/05"	395	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jun., 2021"	"2021/06"	347	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jul., 2021"	"2021/07"	368	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Aug., 2021"	"2021/08"	418	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Sep., 2021"	"2021/09"	366	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Oct., 2021"	"2021/10"	378	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Nov., 2021"	"2021/11"	392	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Dec., 2021"	"2021/12"	399	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jan., 2022"	"2022/01"	437	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Feb., 2022"	"2022/02"	385	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Mar., 2022"	"2022/03"	395	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Apr., 2022"	"2022/04"	330	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"May, 2022"	"2022/05"	362	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jun., 2022"	"2022/06"	395	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Jul., 2022"	"2022/07"	372	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Aug., 2022"	"2022/08"	382	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Sep., 2022"	"2022/09"	386	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Oct., 2022"	"2022/10"	400	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Nov., 2022"	"2022/11"	369	Not Applicable	Not Applicable
	"Illinois"	"17"	"Diseases of the digestive system"	"K00-K92"	"Dec., 2022"	"2022/12"	397	Not Applicable	Not Applicable
