"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - Injury Intent"	"UCD - Injury Intent Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Jul., 2023 (provisional)"	"2023/07"	"Suicide"	"2"	140	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2023 (provisional)"	"2023/07"	"Homicide"	"3"	108	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2023 (provisional)"	"2023/07"	"Undetermined "	"4"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2023 (provisional)"	"2023/07"	"Non-Injury, no intent classified"	"9"	8106	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 (provisional)"	"2023/08"	"Unintentional"	"1"	625	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 (provisional)"	"2023/08"	"Suicide"	"2"	155	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 (provisional)"	"2023/08"	"Homicide"	"3"	106	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 (provisional)"	"2023/08"	"Undetermined "	"4"	15	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2023 (provisional)"	"2023/08"	"Non-Injury, no intent classified"	"9"	8113	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 (provisional)"	"2023/09"	"Unintentional"	"1"	578	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 (provisional)"	"2023/09"	"Suicide"	"2"	134	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 (provisional)"	"2023/09"	"Homicide"	"3"	96	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 (provisional)"	"2023/09"	"Undetermined "	"4"	14	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2023 (provisional)"	"2023/09"	"Non-Injury, no intent classified"	"9"	8198	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2023 (provisional)"	"2023/10"	"Unintentional"	"1"	630	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2023 (provisional)"	"2023/10"	"Suicide"	"2"	111	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2023 (provisional)"	"2023/10"	"Homicide"	"3"	97	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2023 (provisional)"	"2023/10"	"Non-Injury, no intent classified"	"9"	8521	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2023 (provisional)"	"2023/11"	"Unintentional"	"1"	566	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2023 (provisional)"	"2023/11"	"Suicide"	"2"	113	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2023 (provisional)"	"2023/11"	"Homicide"	"3"	100	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2023 (provisional)"	"2023/11"	"Non-Injury, no intent classified"	"9"	9018	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2023 (provisional)"	"2023/12"	"Unintentional"	"1"	601	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2023 (provisional)"	"2023/12"	"Suicide"	"2"	112	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2023 (provisional)"	"2023/12"	"Homicide"	"3"	81	Not Applicable	Not Applicable
	"Illinois"	"17"	"Dec., 2023 (provisional)"	"2023/12"	"Non-Injury, no intent classified"	"9"	9967	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2024 (provisional)"	"2024/01"	"Unintentional"	"1"	536	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2024 (provisional)"	"2024/01"	"Suicide"	"2"	120	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2024 (provisional)"	"2024/01"	"Homicide"	"3"	80	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2024 (provisional)"	"2024/01"	"Undetermined "	"4"	10	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jan., 2024 (provisional)"	"2024/01"	"Non-Injury, no intent classified"	"9"	9854	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2024 (provisional)"	"2024/02"	"Unintentional"	"1"	480	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2024 (provisional)"	"2024/02"	"Suicide"	"2"	108	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2024 (provisional)"	"2024/02"	"Homicide"	"3"	64	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2024 (provisional)"	"2024/02"	"Undetermined "	"4"	11	Not Applicable	Not Applicable
	"Illinois"	"17"	"Feb., 2024 (provisional)"	"2024/02"	"Non-Injury, no intent classified"	"9"	8658	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2024 (provisional)"	"2024/03"	"Unintentional"	"1"	558	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2024 (provisional)"	"2024/03"	"Suicide"	"2"	128	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2024 (provisional)"	"2024/03"	"Homicide"	"3"	79	Not Applicable	Not Applicable
	"Illinois"	"17"	"Mar., 2024 (provisional)"	"2024/03"	"Non-Injury, no intent classified"	"9"	8925	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2024 (provisional)"	"2024/04"	"Unintentional"	"1"	522	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2024 (provisional)"	"2024/04"	"Suicide"	"2"	102	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2024 (provisional)"	"2024/04"	"Homicide"	"3"	69	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2024 (provisional)"	"2024/04"	"Undetermined "	"4"	12	Not Applicable	Not Applicable
	"Illinois"	"17"	"Apr., 2024 (provisional)"	"2024/04"	"Non-Injury, no intent classified"	"9"	8315	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2024 (provisional)"	"2024/05"	"Unintentional"	"1"	208	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2024 (provisional)"	"2024/05"	"Suicide"	"2"	53	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2024 (provisional)"	"2024/05"	"Homicide"	"3"	33	Not Applicable	Not Applicable
	"Illinois"	"17"	"May, 2024 (provisional)"	"2024/05"	"Non-Injury, no intent classified"	"9"	8778	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jun., 2024 (provisional)"	"2024/06"	"Non-Injury, no intent classified"	"9"	8577	Not Applicable	Not Applicable
	"Illinois"	"17"	"Jul., 2024 (provisional)"	"2024/07"	"Non-Injury, no intent classified"	"9"	8905	Not Applicable	Not Applicable
	"Illinois"	"17"	"Aug., 2024 (provisional)"	"2024/08"	"Non-Injury, no intent classified"	"9"	9022	Not Applicable	Not Applicable
	"Illinois"	"17"	"Sep., 2024 (provisional)"	"2024/09"	"Non-Injury, no intent classified"	"9"	8703	Not Applicable	Not Applicable
	"Illinois"	"17"	"Oct., 2024 (provisional)"	"2024/10"	"Non-Injury, no intent classified"	"9"	8486	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nov., 2024 (provisional and partial)"	"2024/11"	"Non-Injury, no intent classified"	"9"	382	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	"Unintentional"	"1"	337	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	"Suicide"	"2"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	"Homicide"	"3"	48	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	"Undetermined "	"4"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2020"	"2020/01"	"Non-Injury, no intent classified"	"9"	5710	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	"Unintentional"	"1"	301	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	"Suicide"	"2"	81	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	"Homicide"	"3"	43	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	"Undetermined "	"4"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2020"	"2020/02"	"Non-Injury, no intent classified"	"9"	5301	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	"Unintentional"	"1"	346	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	"Suicide"	"2"	76	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	"Homicide"	"3"	32	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	"Undetermined "	"4"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2020"	"2020/03"	"Non-Injury, no intent classified"	"9"	5740	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	"Unintentional"	"1"	335	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	"Suicide"	"2"	73	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	"Homicide"	"3"	33	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	"Undetermined "	"4"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2020"	"2020/04"	"Non-Injury, no intent classified"	"9"	6222	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	"Unintentional"	"1"	438	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	"Suicide"	"2"	86	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	"Homicide"	"3"	57	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	"Undetermined "	"4"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2020"	"2020/05"	"Non-Injury, no intent classified"	"9"	5971	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	"Unintentional"	"1"	432	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	"Suicide"	"2"	87	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	"Homicide"	"3"	47	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	"Undetermined "	"4"	19	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2020"	"2020/06"	"Non-Injury, no intent classified"	"9"	5328	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	"Unintentional"	"1"	419	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	"Suicide"	"2"	112	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	"Homicide"	"3"	59	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	"Undetermined "	"4"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2020"	"2020/07"	"Non-Injury, no intent classified"	"9"	5307	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	"Unintentional"	"1"	368	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	"Suicide"	"2"	85	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	"Homicide"	"3"	54	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	"Undetermined "	"4"	17	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2020"	"2020/08"	"Non-Injury, no intent classified"	"9"	5359	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	"Unintentional"	"1"	402	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	"Suicide"	"2"	85	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	"Homicide"	"3"	64	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	"Undetermined "	"4"	13	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2020"	"2020/09"	"Non-Injury, no intent classified"	"9"	5244	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	"Unintentional"	"1"	434	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	"Suicide"	"2"	71	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	"Homicide"	"3"	81	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	"Undetermined "	"4"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2020"	"2020/10"	"Non-Injury, no intent classified"	"9"	6002	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	"Unintentional"	"1"	357	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	"Suicide"	"2"	87	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	"Homicide"	"3"	42	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	"Undetermined "	"4"	12	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2020"	"2020/11"	"Non-Injury, no intent classified"	"9"	7185	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	"Unintentional"	"1"	411	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	"Suicide"	"2"	87	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	"Homicide"	"3"	60	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	"Undetermined "	"4"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2020"	"2020/12"	"Non-Injury, no intent classified"	"9"	8362	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	"Unintentional"	"1"	422	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	"Suicide"	"2"	83	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	"Homicide"	"3"	45	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	"Undetermined "	"4"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2021"	"2021/01"	"Non-Injury, no intent classified"	"9"	7451	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	"Unintentional"	"1"	341	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	"Suicide"	"2"	86	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	"Homicide"	"3"	35	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	"Undetermined "	"4"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2021"	"2021/02"	"Non-Injury, no intent classified"	"9"	5435	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	"Unintentional"	"1"	412	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	"Suicide"	"2"	92	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	"Homicide"	"3"	44	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	"Undetermined "	"4"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2021"	"2021/03"	"Non-Injury, no intent classified"	"9"	5298	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	"Unintentional"	"1"	420	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	"Suicide"	"2"	87	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	"Homicide"	"3"	49	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	"Undetermined "	"4"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2021"	"2021/04"	"Non-Injury, no intent classified"	"9"	5089	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	"Unintentional"	"1"	460	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	"Suicide"	"2"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	"Homicide"	"3"	54	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	"Undetermined "	"4"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2021"	"2021/05"	"Non-Injury, no intent classified"	"9"	5204	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	"Unintentional"	"1"	442	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	"Suicide"	"2"	88	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	"Homicide"	"3"	53	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	"Undetermined "	"4"	25	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2021"	"2021/06"	"Non-Injury, no intent classified"	"9"	5066	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	"Unintentional"	"1"	436	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	"Suicide"	"2"	99	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	"Homicide"	"3"	62	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	"Undetermined "	"4"	13	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2021"	"2021/07"	"Non-Injury, no intent classified"	"9"	5119	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	"Unintentional"	"1"	466	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	"Suicide"	"2"	107	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	"Homicide"	"3"	54	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	"Undetermined "	"4"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2021"	"2021/08"	"Non-Injury, no intent classified"	"9"	5774	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	"Unintentional"	"1"	503	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	"Suicide"	"2"	113	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	"Homicide"	"3"	54	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	"Undetermined "	"4"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2021"	"2021/09"	"Non-Injury, no intent classified"	"9"	6431	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	"Unintentional"	"1"	443	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	"Suicide"	"2"	90	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	"Homicide"	"3"	59	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	"Undetermined "	"4"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2021"	"2021/10"	"Non-Injury, no intent classified"	"9"	6421	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	"Unintentional"	"1"	468	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	"Suicide"	"2"	109	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	"Homicide"	"3"	60	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	"Undetermined "	"4"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2021"	"2021/11"	"Non-Injury, no intent classified"	"9"	6338	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	"Unintentional"	"1"	433	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	"Suicide"	"2"	81	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	"Homicide"	"3"	55	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	"Undetermined "	"4"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2021"	"2021/12"	"Non-Injury, no intent classified"	"9"	7466	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	"Unintentional"	"1"	417	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	"Suicide"	"2"	104	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	"Homicide"	"3"	39	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	"Undetermined "	"4"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jan., 2022"	"2022/01"	"Non-Injury, no intent classified"	"9"	8000	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	"Unintentional"	"1"	436	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	"Suicide"	"2"	84	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	"Homicide"	"3"	41	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	"Undetermined "	"4"	23	Not Applicable	Not Applicable
	"Indiana"	"18"	"Feb., 2022"	"2022/02"	"Non-Injury, no intent classified"	"9"	6105	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	"Unintentional"	"1"	453	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	"Suicide"	"2"	91	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	"Homicide"	"3"	28	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	"Undetermined "	"4"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"Mar., 2022"	"2022/03"	"Non-Injury, no intent classified"	"9"	5525	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	"Unintentional"	"1"	344	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	"Suicide"	"2"	118	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	"Homicide"	"3"	51	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	"Undetermined "	"4"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"Apr., 2022"	"2022/04"	"Non-Injury, no intent classified"	"9"	5046	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	"Unintentional"	"1"	403	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	"Suicide"	"2"	94	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	"Homicide"	"3"	43	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	"Undetermined "	"4"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"May, 2022"	"2022/05"	"Non-Injury, no intent classified"	"9"	5111	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	"Unintentional"	"1"	421	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	"Suicide"	"2"	95	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	"Homicide"	"3"	48	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	"Undetermined "	"4"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jun., 2022"	"2022/06"	"Non-Injury, no intent classified"	"9"	5042	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	"Unintentional"	"1"	509	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	"Suicide"	"2"	93	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	"Homicide"	"3"	68	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	"Undetermined "	"4"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"Jul., 2022"	"2022/07"	"Non-Injury, no intent classified"	"9"	5286	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	"Unintentional"	"1"	464	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	"Suicide"	"2"	91	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	"Homicide"	"3"	53	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	"Undetermined "	"4"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"Aug., 2022"	"2022/08"	"Non-Injury, no intent classified"	"9"	5424	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	"Unintentional"	"1"	378	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	"Suicide"	"2"	103	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	"Homicide"	"3"	48	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	"Undetermined "	"4"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"Sep., 2022"	"2022/09"	"Non-Injury, no intent classified"	"9"	5199	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	"Unintentional"	"1"	418	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	"Suicide"	"2"	89	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	"Homicide"	"3"	57	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	"Undetermined "	"4"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"Oct., 2022"	"2022/10"	"Non-Injury, no intent classified"	"9"	5655	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	"Unintentional"	"1"	363	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	"Suicide"	"2"	90	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	"Homicide"	"3"	40	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	"Undetermined "	"4"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nov., 2022"	"2022/11"	"Non-Injury, no intent classified"	"9"	5543	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022"	"2022/12"	"Unintentional"	"1"	383	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022"	"2022/12"	"Suicide"	"2"	100	Not Applicable	Not Applicable
	"Indiana"	"18"	"Dec., 2022"	"2022/12"	"Homicide"	"3"	37	Not Applicable	Not Applicable
