"Notes"	"Residence State"	"Residence State Code"	"Place of Death"	"Place of Death Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Illinois"	"17"	"Medical Facility - Outpatient or ER"	"2"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	929	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Outpatient or ER"	"2"	"#COVID-19 (U07.1)"	"GR113-137"	1423	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Dead on Arrival"	"3"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	36	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Dead on Arrival"	"3"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	46	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Dead on Arrival"	"3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	297	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Dead on Arrival"	"3"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	16	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Dead on Arrival"	"3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	26	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Dead on Arrival"	"3"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"Medical Facility - Dead on Arrival"	"3"	"#COVID-19 (U07.1)"	"GR113-137"	29	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Septicemia (A40-A41)"	"GR113-010"	408	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	53838	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	6631	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Alzheimer disease (G30)"	"GR113-052"	6464	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	48518	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	8373	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	680	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	9471	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2035	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	3273	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	2183	Not Applicable	Not Applicable
	"Illinois"	"17"	"Decedent's home"	"4"	"#COVID-19 (U07.1)"	"GR113-137"	2877	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Septicemia (A40-A41)"	"GR113-010"	254	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	9048	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	205	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Alzheimer disease (G30)"	"GR113-052"	622	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	3147	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2441	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	428	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1063	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	434	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	768	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	62	Not Applicable	Not Applicable
	"Illinois"	"17"	"Hospice facility"	"5"	"#COVID-19 (U07.1)"	"GR113-137"	818	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Septicemia (A40-A41)"	"GR113-010"	570	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	13737	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2735	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Alzheimer disease (G30)"	"GR113-052"	8157	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	20605	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	8698	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	903	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4826	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	975	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2441	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	1812	Not Applicable	Not Applicable
	"Illinois"	"17"	"Nursing home/long term care"	"6"	"#COVID-19 (U07.1)"	"GR113-137"	5159	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Septicemia (A40-A41)"	"GR113-010"	71	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	5260	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	558	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Alzheimer disease (G30)"	"GR113-052"	3390	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	7474	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2186	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	161	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1102	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	259	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	493	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	811	Not Applicable	Not Applicable
	"Illinois"	"17"	"Other"	"7"	"#COVID-19 (U07.1)"	"GR113-137"	746	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Septicemia (A40-A41)"	"GR113-010"	3491	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	14480	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2254	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	339	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	17950	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5881	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	2950	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4458	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	2483	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	2931	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	652	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Inpatient"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	14885	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Septicemia (A40-A41)"	"GR113-010"	142	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	908	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	773	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Alzheimer disease (G30)"	"GR113-052"	40	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5639	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	324	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	136	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	653	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	181	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	168	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	244	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Outpatient or ER"	"2"	"#COVID-19 (U07.1)"	"GR113-137"	503	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Dead on Arrival"	"3"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	17	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Dead on Arrival"	"3"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"Medical Facility - Dead on Arrival"	"3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	99	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Septicemia (A40-A41)"	"GR113-010"	234	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	33892	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	4880	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Alzheimer disease (G30)"	"GR113-052"	3178	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	29652	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	3621	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	360	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	8941	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1657	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1766	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	618	Not Applicable	Not Applicable
	"Indiana"	"18"	"Decedent's home"	"4"	"#COVID-19 (U07.1)"	"GR113-137"	1868	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Septicemia (A40-A41)"	"GR113-010"	254	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	5041	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	260	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Alzheimer disease (G30)"	"GR113-052"	328	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1807	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1177	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	159	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	861	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	269	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	462	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	33	Not Applicable	Not Applicable
	"Indiana"	"18"	"Hospice facility"	"5"	"#COVID-19 (U07.1)"	"GR113-137"	410	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Septicemia (A40-A41)"	"GR113-010"	265	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	9523	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	2993	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Alzheimer disease (G30)"	"GR113-052"	7063	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	14841	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	5063	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	581	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5695	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	936	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1569	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	463	Not Applicable	Not Applicable
	"Indiana"	"18"	"Nursing home/long term care"	"6"	"#COVID-19 (U07.1)"	"GR113-137"	5441	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Septicemia (A40-A41)"	"GR113-010"	29	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	2720	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	380	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Alzheimer disease (G30)"	"GR113-052"	383	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	3061	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	445	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	60	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	611	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	109	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	168	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	171	Not Applicable	Not Applicable
	"Indiana"	"18"	"Other"	"7"	"#COVID-19 (U07.1)"	"GR113-137"	289	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Septicemia (A40-A41)"	"GR113-010"	1338	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	6307	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	825	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Alzheimer disease (G30)"	"GR113-052"	217	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	8011	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	2459	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1407	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1986	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1017	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	850	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	430	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Inpatient"	"1"	"#COVID-19 (U07.1)"	"GR113-137"	5506	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Septicemia (A40-A41)"	"GR113-010"	69	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	401	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	372	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Alzheimer disease (G30)"	"GR113-052"	15	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	3700	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	229	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	77	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	406	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	79	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	63	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	144	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Outpatient or ER"	"2"	"#COVID-19 (U07.1)"	"GR113-137"	276	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Dead on Arrival"	"3"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	61	Not Applicable	Not Applicable
	"Iowa"	"19"	"Medical Facility - Dead on Arrival"	"3"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	11	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Septicemia (A40-A41)"	"GR113-010"	98	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	13354	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	1891	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Alzheimer disease (G30)"	"GR113-052"	993	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	12406	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	953	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	184	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2918	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	533	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	404	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	387	Not Applicable	Not Applicable
	"Iowa"	"19"	"Decedent's home"	"4"	"#COVID-19 (U07.1)"	"GR113-137"	748	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Septicemia (A40-A41)"	"GR113-010"	110	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4751	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	226	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Alzheimer disease (G30)"	"GR113-052"	320	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	1609	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	764	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	144	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	620	Not Applicable	Not Applicable
	"Iowa"	"19"	"Hospice facility"	"5"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	146	Not Applicable	Not Applicable
