"Notes"	"Residence Census Region"	"Residence Census Region Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	717	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#Alzheimer disease (G30)"	"GR113-052"	830	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5067	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1145	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	339	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1017	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	296	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	493	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	237	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2021"	"2021/01"	"#COVID-19 (U07.1)"	"GR113-137"	5549	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Septicemia (A40-A41)"	"GR113-010"	271	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3811	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	636	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Alzheimer disease (G30)"	"GR113-052"	676	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4473	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1029	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	246	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	932	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	268	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	382	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	189	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Feb., 2021"	"2021/02"	"#COVID-19 (U07.1)"	"GR113-137"	2071	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Septicemia (A40-A41)"	"GR113-010"	288	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4020	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	640	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Alzheimer disease (G30)"	"GR113-052"	670	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4484	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1095	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	251	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	993	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	298	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	455	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	190	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Mar., 2021"	"2021/03"	"#COVID-19 (U07.1)"	"GR113-137"	990	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Septicemia (A40-A41)"	"GR113-010"	246	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3993	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	628	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Alzheimer disease (G30)"	"GR113-052"	602	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4387	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1016	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	222	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	990	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	276	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	414	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	200	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Apr., 2021"	"2021/04"	"#COVID-19 (U07.1)"	"GR113-137"	1046	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Septicemia (A40-A41)"	"GR113-010"	252	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	3978	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	594	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Alzheimer disease (G30)"	"GR113-052"	617	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4515	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1035	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	231	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	957	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	278	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	367	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	203	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"May, 2021"	"2021/05"	"#COVID-19 (U07.1)"	"GR113-137"	1141	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Septicemia (A40-A41)"	"GR113-010"	272	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4019	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	650	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Alzheimer disease (G30)"	"GR113-052"	605	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4212	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1032	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	217	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1000	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	289	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	379	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	162	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jun., 2021"	"2021/06"	"#COVID-19 (U07.1)"	"GR113-137"	569	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Septicemia (A40-A41)"	"GR113-010"	270	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4151	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	585	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Alzheimer disease (G30)"	"GR113-052"	600	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4419	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1004	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	244	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1014	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	309	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	381	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	213	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jul., 2021"	"2021/07"	"#COVID-19 (U07.1)"	"GR113-137"	519	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Septicemia (A40-A41)"	"GR113-010"	274	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4206	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	616	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Alzheimer disease (G30)"	"GR113-052"	675	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4430	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1013	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	253	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1029	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	328	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	409	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	207	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Aug., 2021"	"2021/08"	"#COVID-19 (U07.1)"	"GR113-137"	1878	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Septicemia (A40-A41)"	"GR113-010"	274	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4179	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	679	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Alzheimer disease (G30)"	"GR113-052"	727	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4492	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1051	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	247	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1088	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	296	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	373	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	211	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Sep., 2021"	"2021/09"	"#COVID-19 (U07.1)"	"GR113-137"	3151	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Septicemia (A40-A41)"	"GR113-010"	301	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4295	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	665	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Alzheimer disease (G30)"	"GR113-052"	723	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4798	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1149	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	269	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1022	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	309	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	430	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	196	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Oct., 2021"	"2021/10"	"#COVID-19 (U07.1)"	"GR113-137"	2529	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Septicemia (A40-A41)"	"GR113-010"	268	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4134	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	691	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Alzheimer disease (G30)"	"GR113-052"	766	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	4893	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1153	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	281	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1108	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	330	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	462	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	242	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Nov., 2021"	"2021/11"	"#COVID-19 (U07.1)"	"GR113-137"	2331	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Septicemia (A40-A41)"	"GR113-010"	292	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4358	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	767	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Alzheimer disease (G30)"	"GR113-052"	762	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5349	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1237	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	371	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1196	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	315	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	490	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	262	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Dec., 2021"	"2021/12"	"#COVID-19 (U07.1)"	"GR113-137"	4809	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Septicemia (A40-A41)"	"GR113-010"	310	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	4359	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	898	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Alzheimer disease (G30)"	"GR113-052"	934	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	5627	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	1231	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	395	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	1301	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	368	Not Applicable	Not Applicable
	"Census Region 2: Midwest"	"CENS-R2"	"Jan., 2022"	"2022/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	544	Not Applicable	Not Applicable
