"Notes"	"Residence State"	"Residence State Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	67	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	180	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	132	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Other heart diseases (I26-I51)"	"GR113-064"	146	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Heart failure (I50)"	"GR113-067"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	91	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	35	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	101	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Influenza (J09-J11)"	"GR113-077"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Pneumonia (J12-J18)"	"GR113-078"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	140	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Emphysema (J43)"	"GR113-084"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	125	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	39	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Alcoholic liver disease (K70)"	"GR113-094"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Renal failure (N17-N19)"	"GR113-100"	48	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"All other diseases (Residual) "	"GR113-111"	343	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	143	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	115	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Falls (W00-W19)"	"GR113-118"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	52	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Other and unspecified nontransport accidents and their sequelae (W20-W31,W35-W64,W75-W99,X10-X39,X50-X59,Y86)"	"GR113-123"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"Intentional self-harm (suicide) by other and unspecified means and their sequelae (*U03,X60-X71,X75-X84,Y87.0)"	"GR113-126"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#Assault (homicide) (*U01-*U02,X85-Y09,Y87.1)"	"GR113-127"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Apr., 2024 (provisional)"	"2024/04"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Septicemia (A40-A41)"	"GR113-010"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	445	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	93	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasm of breast (C50)"	"GR113-029"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	51	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Leukemia (C91-C95)"	"GR113-040"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	55	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Malnutrition (E40-E46)"	"GR113-048"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Parkinson disease (G20-G21)"	"GR113-051"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Alzheimer disease (G30)"	"GR113-052"	66	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	655	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	477	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Hypertensive heart disease (I11)"	"GR113-056"	65	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	15	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	250	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	60	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	189	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	46	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	143	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Other heart diseases (I26-I51)"	"GR113-064"	146	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Heart failure (I50)"	"GR113-067"	56	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	87	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	117	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	29	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Pneumonia (J12-J18)"	"GR113-078"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	112	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	105	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	41	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	25	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Alcoholic liver disease (K70)"	"GR113-094"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Renal failure (N17-N19)"	"GR113-100"	30	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	28	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"All other diseases (Residual) "	"GR113-111"	409	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Accidents (unintentional injuries) (V01-X59,Y85-Y86)"	"GR113-112"	47	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Transport accidents (V01-V99,Y85)"	"GR113-113"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Motor vehicle accidents (V02-V04,V09.0,V09.2,V12-V14,V19.0-V19.2,V19.4-V19.6,V20-V79,V80.3-V80.5,V81.0-V81.1,V82.0-V82.1,V83-V86,V87.0-V87.8,V88.0-V88.8,V89.0,V89.2)"	"GR113-114"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Nontransport accidents (W00-X59,Y86)"	"GR113-117"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Falls (W00-W19)"	"GR113-118"	14	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Accidental poisoning and exposure to noxious substances (X40-X49)"	"GR113-122"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"#Intentional self-harm (suicide) (*U03,X60-X84,Y87.0)"	"GR113-124"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Intentional self-harm (suicide) by discharge of firearms (X72-X74)"	"GR113-125"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"May, 2024 (provisional)"	"2024/05"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	130	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Septicemia (A40-A41)"	"GR113-010"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	464	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	37	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	34	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	110	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasm of breast (C50)"	"GR113-029"	27	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	21	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	45	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Leukemia (C91-C95)"	"GR113-040"	16	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	70	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	11	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	74	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Malnutrition (E40-E46)"	"GR113-048"	23	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Parkinson disease (G20-G21)"	"GR113-051"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Alzheimer disease (G30)"	"GR113-052"	69	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	629	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	476	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Hypertensive heart disease (I11)"	"GR113-056"	64	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	225	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	63	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	157	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	33	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	124	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Other heart diseases (I26-I51)"	"GR113-064"	163	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Heart failure (I50)"	"GR113-067"	71	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	91	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	38	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	93	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Pneumonia (J12-J18)"	"GR113-078"	24	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	123	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Emphysema (J43)"	"GR113-084"	10	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	111	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	18	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	40	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	31	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Alcoholic liver disease (K70)"	"GR113-094"	19	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	12	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	54	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Renal failure (N17-N19)"	"GR113-100"	53	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	13	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	36	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"All other diseases (Residual) "	"GR113-111"	355	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jun., 2024 (provisional)"	"2024/06"	"Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death (999)"	"GR113-999"	200	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"#Septicemia (A40-A41)"	"GR113-010"	20	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99,U07.1)"	"GR113-018"	26	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	487	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	17	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	42	Not Applicable	Not Applicable
	"Kansas"	"20"	"Jul., 2024 (provisional)"	"2024/07"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	28	Not Applicable	Not Applicable
