"Notes"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Maine"	"23"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	2164	3387490	63.9
	"Maine"	"23"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	702	3387490	20.7
	"Maine"	"23"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	606	3387490	17.9
	"Maine"	"23"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	278	3387490	8.2
	"Maine"	"23"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	1625	3387490	48.0
	"Maryland"	"24"	"Female"	"F"	"#Septicemia (A40-A41)"	"GR113-010"	2356	15774186	14.9
	"Maryland"	"24"	"Female"	"F"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	25923	15774186	164.3
	"Maryland"	"24"	"Female"	"F"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	3811	15774186	24.2
	"Maryland"	"24"	"Female"	"F"	"#Alzheimer disease (G30)"	"GR113-052"	3954	15774186	25.1
	"Maryland"	"24"	"Female"	"F"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	26305	15774186	166.8
	"Maryland"	"24"	"Female"	"F"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	9390	15774186	59.5
	"Maryland"	"24"	"Female"	"F"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1674	15774186	10.6
	"Maryland"	"24"	"Female"	"F"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	5110	15774186	32.4
	"Maryland"	"24"	"Female"	"F"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1422	15774186	9.0
	"Maryland"	"24"	"Female"	"F"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1757	15774186	11.1
	"Maryland"	"24"	"Female"	"F"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	599	15774186	3.8
	"Maryland"	"24"	"Female"	"F"	"#COVID-19 (U07.1)"	"GR113-137"	7333	15774186	46.5
	"Maryland"	"24"	"Male"	"M"	"#Septicemia (A40-A41)"	"GR113-010"	2246	14940725	15.0
	"Maryland"	"24"	"Male"	"M"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	26402	14940725	176.7
	"Maryland"	"24"	"Male"	"M"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	4726	14940725	31.6
	"Maryland"	"24"	"Male"	"M"	"#Alzheimer disease (G30)"	"GR113-052"	1734	14940725	11.6
	"Maryland"	"24"	"Male"	"M"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	31398	14940725	210.2
	"Maryland"	"24"	"Male"	"M"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	6691	14940725	44.8
	"Maryland"	"24"	"Male"	"M"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	1863	14940725	12.5
	"Maryland"	"24"	"Male"	"M"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	4124	14940725	27.6
	"Maryland"	"24"	"Male"	"M"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	1533	14940725	10.3
	"Maryland"	"24"	"Male"	"M"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	1802	14940725	12.1
	"Maryland"	"24"	"Male"	"M"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	798	14940725	5.3
	"Maryland"	"24"	"Male"	"M"	"#COVID-19 (U07.1)"	"GR113-137"	8431	14940725	56.4
"---"
"Dataset: Provisional Mortality Statistics, 2018 through Last Week"
"Query Parameters:"
"Residence States: Hawaii (15); Idaho (16); Illinois (17); Indiana (18); Iowa (19); Kansas (20); Kentucky (21); Louisiana (22);"
"Maine (23); Maryland (24)"
"UCD - ICD-10 113 Cause List: #Septicemia (A40-A41); #Malignant neoplasms (C00-C97); #Diabetes mellitus (E10-E14); #Alzheimer"
"disease (G30); #Diseases of heart (I00-I09,I11,I13,I20-I51); #Cerebrovascular diseases (I60-I69); #Influenza and pneumonia"
"(J09-J18); #Chronic lower respiratory diseases (J40-J47); Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98);"
"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27); Symptoms, signs and abnormal clinical and laboratory"
"findings, not elsewhere classified (R00-R99); #COVID-19 (U07.1)"
"Year/Month: 2020; 2021; 2022; 2023 (provisional); 2024 (provisional and partial)"
"Group By: Residence State; Gender; UCD - ICD-10 113 Cause List"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-provisional.html for more information."
"---"
"Query Date: Nov 15, 2024 2:16:02 AM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Provisional Mortality on CDC WONDER Online Database. Data are from the final Multiple Cause of Death Files, 2018-2022,"
"and from provisional data for years 2023-2024, as compiled from data provided by the 57 vital statistics jurisdictions through"
"the Vital Statistics Cooperative Program. Accessed at http://wonder.cdc.gov/mcd-icd10-provisional.html on Nov 15, 2024 2:16:02"
"AM"
"---"
Messages:
"1. Totals and Percent of Total are disabled when data are grouped by 113 or 130 Cause Lists. Check Caveats below for more"
"information."
"---"
Caveats:
"1. Totals and Percent of Total are disabled when data are grouped by a 113 or 130 Cause List because both aggregate and detailed"
"values are displayed in the table. Also be aware that charts and maps containing both aggregate and detail data could be"
"misleading."
"2. The population figures for years 2022 and later are single-race estimates of the July 1 resident population, from the Vintage"
"2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is based on the Modified Blended Base"
"produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of"
"the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020"
"Census data from the internal Census Edited File (CEF). The population figures for years 2021 are single-race estimates of the"
"July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial"
"population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30, 2022. The population figures"
"for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020 postcensal series based on"
"April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year 2019 are single-race"
"estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010 Census, released by the"
"Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the July 1 resident"
"population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on June 20, 2019."
"More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Population Data."
"3. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#Age"
"Group."
"4. Beginning with the 2018 data, changes have been implemented that affect the counts for ICD-10 cause of death codes O00-O99"
"compared to previous practice. In addition, data for the cause of death codes O00-O99 for 2003 through 2017 reflect differences"
"in information available to individual states and probable errors. Deaths with the underlying cause classified with O00-O99 are"
"subject to further processing before these deaths records are considered final. Provisional deaths have not undergone full"
"processing and review and therefore should not be considered final for statistical purposes. Caution should be used in"
"interpreting these data. More information can be found at: https://www.cdc.gov/nchs/maternal-mortality/."
"5. Deaths related to external causes of injury or sudden death: In the provisional mortality data, causes of death classified as"
"external causes of injury (ICD-10 codes V01-Y89), sudden deaths (ICD-10 codes R95 and R96), or drug poisoning (ICD-10 codes"
"T36-T50), have the cause of death labeled as 'Data not shown due to 6 month lag to account for delays in death certificate"
"completion for certain causes of death.' For these deaths occurring 24 weeks prior to the final date in the provisional data,"
"the number of deaths and related statistics are not available by specific cause of death for ICD-10 codes V01-Y89, R95, R96, or"
"T36-T50. More information: http://wonder.cdc.gov/wonder/help/mcd-provisional.html#999."
"6. Deaths occurring through November 02, 2024 as of November 10, 2024."
