"Notes"	"Residence State"	"Residence State Code"	"Gender"	"Gender Code"	"Month"	"Month Code"	"UCD - ICD-10 113 Cause List"	"UCD - ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Septicemia (A40-A41)"	"GR113-010"	31	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	581	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	75	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Alzheimer disease (G30)"	"GR113-052"	134	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	562	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	157	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	205	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	63	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	64	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2023 (provisional)"	"2023/10"	"#COVID-19 (U07.1)"	"GR113-137"	42	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Septicemia (A40-A41)"	"GR113-010"	39	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	495	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	69	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Alzheimer disease (G30)"	"GR113-052"	137	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	583	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	205	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	31	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	177	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	65	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	59	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	14	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Nov., 2023 (provisional)"	"2023/11"	"#COVID-19 (U07.1)"	"GR113-137"	69	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Septicemia (A40-A41)"	"GR113-010"	43	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	597	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	81	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Alzheimer disease (G30)"	"GR113-052"	144	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	622	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	176	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	57	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	232	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	49	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	70	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	16	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Dec., 2023 (provisional)"	"2023/12"	"#COVID-19 (U07.1)"	"GR113-137"	99	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Septicemia (A40-A41)"	"GR113-010"	39	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	520	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	98	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Alzheimer disease (G30)"	"GR113-052"	163	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	653	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	194	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	74	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	251	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	63	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	51	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	20	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jan., 2024 (provisional)"	"2024/01"	"#COVID-19 (U07.1)"	"GR113-137"	79	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Septicemia (A40-A41)"	"GR113-010"	36	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	527	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	91	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Alzheimer disease (G30)"	"GR113-052"	137	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	587	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	169	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	64	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	198	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	50	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	68	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Feb., 2024 (provisional)"	"2024/02"	"#COVID-19 (U07.1)"	"GR113-137"	33	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Septicemia (A40-A41)"	"GR113-010"	35	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	536	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	90	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Alzheimer disease (G30)"	"GR113-052"	115	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	614	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	209	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	59	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	211	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	44	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	65	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	18	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Mar., 2024 (provisional)"	"2024/03"	"#COVID-19 (U07.1)"	"GR113-137"	26	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Septicemia (A40-A41)"	"GR113-010"	41	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	514	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	76	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Alzheimer disease (G30)"	"GR113-052"	105	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	541	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	183	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	49	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	175	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	49	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	56	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	22	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Apr., 2024 (provisional)"	"2024/04"	"#COVID-19 (U07.1)"	"GR113-137"	11	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Septicemia (A40-A41)"	"GR113-010"	32	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	555	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	83	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Alzheimer disease (G30)"	"GR113-052"	130	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	610	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	151	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	43	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	189	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	50	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	62	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"May, 2024 (provisional)"	"2024/05"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	17	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Septicemia (A40-A41)"	"GR113-010"	38	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	496	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	80	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Alzheimer disease (G30)"	"GR113-052"	130	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	535	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	138	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	31	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	157	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	49	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	58	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	15	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jun., 2024 (provisional)"	"2024/06"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Septicemia (A40-A41)"	"GR113-010"	34	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	574	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	85	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Alzheimer disease (G30)"	"GR113-052"	126	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	508	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	143	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	33	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	197	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	50	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	58	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	22	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Jul., 2024 (provisional)"	"2024/07"	"#COVID-19 (U07.1)"	"GR113-137"	13	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Septicemia (A40-A41)"	"GR113-010"	45	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	548	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	80	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Alzheimer disease (G30)"	"GR113-052"	113	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	528	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	172	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	21	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	199	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	58	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	71	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	17	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Aug., 2024 (provisional)"	"2024/08"	"#COVID-19 (U07.1)"	"GR113-137"	34	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Septicemia (A40-A41)"	"GR113-010"	38	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	532	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	69	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Alzheimer disease (G30)"	"GR113-052"	124	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	495	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	152	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	169	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	51	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	50	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	27	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Sep., 2024 (provisional)"	"2024/09"	"#COVID-19 (U07.1)"	"GR113-137"	41	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2024 (provisional)"	"2024/10"	"#Septicemia (A40-A41)"	"GR113-010"	30	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2024 (provisional)"	"2024/10"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	428	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2024 (provisional)"	"2024/10"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	49	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2024 (provisional)"	"2024/10"	"#Alzheimer disease (G30)"	"GR113-052"	105	Not Applicable	Not Applicable
	"Indiana"	"18"	"Female"	"F"	"Oct., 2024 (provisional)"	"2024/10"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	442	Not Applicable	Not Applicable
